project_id,category,required_skills,complexity,duration_weeks,budget,required_experience_years,preferred_hourly_rate_range,project_description,status
PJ1073,design,"Illustrator, Photoshop, Graphic Design, UX Design",High,4,10250.0,6,$18-$65,"Project requiring expertise in Illustrator, Photoshop, Graphic Design, UX Design",Completed
PJ1074,writing,"Creative Writing, Content Writing, Copywriting, Technical Writing, SEO Writing",Medium,11,9750.0,2,$17-$100,"Project requiring expertise in Creative Writing, Content Writing, Copywriting, Technical Writing, SEO Writing",In Progress
PJ1075,design,"UI Design, Logo Design, UX Design",High,12,6250.0,7,$24-$49,"Project requiring expertise in UI Design, Logo Design, UX Design",In Progress
PJ1076,design,"Illustrator, UX Design",Medium,3,12600.0,1,$27-$55,"Project requiring expertise in Illustrator, UX Design",Open
PJ1077,marketing,"Email Marketing, Analytics, SEO, Social Media Marketing",High,10,9750.0,2,$20-$47,"Project requiring expertise in Email Marketing, Analytics, SEO, Social Media Marketing",In Progress
PJ1078,marketing,"Digital Marketing, Analytics, SEO",High,12,15750.0,8,$22-$54,"Project requiring expertise in Digital Marketing, Analytics, SEO",Open
PJ1079,programming,"Swift, Ruby",Medium,9,12600.0,6,$30-$78,"Project requiring expertise in Swift, Ruby",Completed
PJ1080,marketing,"Analytics, Email Marketing",Low,10,8600.0,7,$16-$97,"Project requiring expertise in Analytics, Email Marketing",In Progress
PJ1081,marketing,"Content Marketing, SEO, PPC",High,3,25000.0,7,$25-$31,"Project requiring expertise in Content Marketing, SEO, PPC",Completed
PJ1082,marketing,"Social Media Marketing, SEO, Email Marketing",High,3,1500.0,8,$18-$68,"Project requiring expertise in Social Media Marketing, SEO, Email Marketing",In Progress
PJ1083,marketing,"Social Media Marketing, Email Marketing, PPC, SEO, Analytics",High,7,1750.0,3,$25-$65,"Project requiring expertise in Social Media Marketing, Email Marketing, PPC, SEO, Analytics",In Progress
PJ1084,marketing,"PPC, Social Media Marketing, Email Marketing",Medium,8,4950.0,1,$17-$44,"Project requiring expertise in PPC, Social Media Marketing, Email Marketing",Open
PJ1085,marketing,"Digital Marketing, Content Marketing, PPC, SEO",Medium,8,9300.0,5,$27-$53,"Project requiring expertise in Digital Marketing, Content Marketing, PPC, SEO",In Progress
PJ1086,writing,"Copywriting, Blog Writing",Low,9,6700.0,4,$20-$96,"Project requiring expertise in Copywriting, Blog Writing",In Progress
PJ1087,design,"UI Design, UX Design",Low,3,1400.0,6,$26-$78,"Project requiring expertise in UI Design, UX Design",Completed
PJ1088,programming,"Ruby, PHP, Python, C++",Low,9,2900.0,2,$28-$93,"Project requiring expertise in Ruby, PHP, Python, C++",Open
PJ1089,writing,"Technical Writing, Copywriting, Content Writing, Creative Writing, SEO Writing",High,10,2000.0,6,$21-$62,"Project requiring expertise in Technical Writing, Copywriting, Content Writing, Creative Writing, SEO Writing",Open
PJ1090,writing,"SEO Writing, Technical Writing, Creative Writing, Blog Writing",Low,1,4400.0,8,$16-$62,"Project requiring expertise in SEO Writing, Technical Writing, Creative Writing, Blog Writing",Completed
PJ1091,programming,"Swift, Django",Medium,8,13200.0,8,$25-$37,"Project requiring expertise in Swift, Django",Open
PJ1092,programming,"React, Java",Low,5,4300.0,3,$27-$63,"Project requiring expertise in React, Java",Completed
PJ1093,design,"Logo Design, Graphic Design, Figma, Photoshop",Low,10,6600.0,3,$16-$56,"Project requiring expertise in Logo Design, Graphic Design, Figma, Photoshop",Completed
PJ1094,marketing,"Digital Marketing, Content Marketing, Analytics, SEO",High,7,10750.0,8,$19-$72,"Project requiring expertise in Digital Marketing, Content Marketing, Analytics, SEO",Open
PJ1095,writing,"Technical Writing, SEO Writing",High,2,11250.0,3,$15-$95,"Project requiring expertise in Technical Writing, SEO Writing",Completed
PJ1096,programming,"Python, Angular, Ruby, Django, Java",Medium,1,900.0,8,$15-$75,"Project requiring expertise in Python, Angular, Ruby, Django, Java",In Progress
PJ1097,writing,"Blog Writing, Technical Writing, Content Writing",High,2,6500.0,8,$21-$43,"Project requiring expertise in Blog Writing, Technical Writing, Content Writing",In Progress
PJ1098,design,"Logo Design, Illustrator",High,4,18000.0,8,$19-$42,"Project requiring expertise in Logo Design, Illustrator",Completed
PJ1099,writing,"SEO Writing, Content Writing, Copywriting",Low,2,5300.0,2,$26-$66,"Project requiring expertise in SEO Writing, Content Writing, Copywriting",Open
PJ1100,writing,"Technical Writing, Content Writing, Creative Writing",Low,10,1500.0,2,$23-$100,"Project requiring expertise in Technical Writing, Content Writing, Creative Writing",Open
PJ1101,writing,"Blog Writing, Technical Writing",High,12,18500.0,7,$19-$41,"Project requiring expertise in Blog Writing, Technical Writing",Open
PJ1102,writing,"Creative Writing, SEO Writing, Blog Writing",Medium,8,15000.0,1,$15-$43,"Project requiring expertise in Creative Writing, SEO Writing, Blog Writing",Completed
PJ1103,writing,"Copywriting, Content Writing, Creative Writing",Low,4,5800.0,7,$24-$39,"Project requiring expertise in Copywriting, Content Writing, Creative Writing",Open
PJ1104,writing,"Content Writing, SEO Writing, Technical Writing, Copywriting, Blog Writing",High,8,18000.0,7,$27-$34,"Project requiring expertise in Content Writing, SEO Writing, Technical Writing, Copywriting, Blog Writing",Completed
PJ1105,programming,"C++, Python",Medium,5,9450.0,7,$15-$84,"Project requiring expertise in C++, Python",In Progress
PJ1106,writing,"Content Writing, Copywriting, SEO Writing, Blog Writing, Creative Writing",Medium,3,7500.0,2,$23-$85,"Project requiring expertise in Content Writing, Copywriting, SEO Writing, Blog Writing, Creative Writing",Completed
PJ1107,programming,"Node.js, Java",Low,4,1500.0,8,$29-$74,"Project requiring expertise in Node.js, Java",In Progress
PJ1108,design,"Graphic Design, UI Design, Figma, Adobe XD, Photoshop",Low,8,2300.0,4,$21-$62,"Project requiring expertise in Graphic Design, UI Design, Figma, Adobe XD, Photoshop",Open
PJ1109,marketing,"SEO, Social Media Marketing, Email Marketing, Content Marketing",High,6,24750.0,5,$17-$83,"Project requiring expertise in SEO, Social Media Marketing, Email Marketing, Content Marketing",Completed
PJ1110,writing,"Content Writing, Blog Writing, Copywriting, Technical Writing, Creative Writing",Low,10,7400.0,2,$15-$85,"Project requiring expertise in Content Writing, Blog Writing, Copywriting, Technical Writing, Creative Writing",Open
PJ1111,writing,"Creative Writing, Blog Writing, Content Writing",Low,6,1100.0,4,$17-$100,"Project requiring expertise in Creative Writing, Blog Writing, Content Writing",In Progress
PJ1112,design,"UX Design, Photoshop, Illustrator, Figma",Medium,9,750.0,3,$29-$61,"Project requiring expertise in UX Design, Photoshop, Illustrator, Figma",Completed
PJ1113,writing,"SEO Writing, Content Writing, Copywriting, Blog Writing, Creative Writing",Low,4,8000.0,8,$15-$64,"Project requiring expertise in SEO Writing, Content Writing, Copywriting, Blog Writing, Creative Writing",Completed
PJ1114,design,"Adobe XD, Logo Design",Low,1,900.0,8,$25-$79,"Project requiring expertise in Adobe XD, Logo Design",Open
PJ1115,programming,"Python, JavaScript",Low,10,1300.0,3,$23-$57,"Project requiring expertise in Python, JavaScript",Completed
PJ1116,programming,"JavaScript, PHP, Angular, Java, C++",High,4,1250.0,3,$22-$91,"Project requiring expertise in JavaScript, PHP, Angular, Java, C++",Completed
PJ1117,programming,"Vue.js, Java, Python, C++, Angular",Medium,3,6600.0,5,$24-$37,"Project requiring expertise in Vue.js, Java, Python, C++, Angular",Open
PJ1118,programming,"SQL, Angular",High,10,24500.0,5,$15-$69,"Project requiring expertise in SQL, Angular",Open
PJ1119,writing,"Blog Writing, Content Writing",Low,8,6900.0,4,$29-$100,"Project requiring expertise in Blog Writing, Content Writing",Open
PJ1120,programming,"Python, React, Vue.js",Medium,12,2850.0,2,$23-$58,"Project requiring expertise in Python, React, Vue.js",In Progress
PJ1121,programming,"Django, C++, Angular, SQL",Medium,6,8550.0,5,$24-$53,"Project requiring expertise in Django, C++, Angular, SQL",Open
PJ1122,programming,"Python, Java, Node.js, Angular, Swift",High,3,21500.0,8,$29-$46,"Project requiring expertise in Python, Java, Node.js, Angular, Swift",Completed
PJ1123,marketing,"Email Marketing, PPC, SEO, Analytics",Low,4,8500.0,3,$29-$52,"Project requiring expertise in Email Marketing, PPC, SEO, Analytics",Open
PJ1124,design,"UX Design, UI Design, Photoshop, Adobe XD",Medium,2,3000.0,1,$16-$83,"Project requiring expertise in UX Design, UI Design, Photoshop, Adobe XD",Open
PJ1125,programming,"JavaScript, Vue.js, PHP, Swift",Low,7,9800.0,4,$26-$43,"Project requiring expertise in JavaScript, Vue.js, PHP, Swift",Open
PJ1126,programming,"Java, Swift, React, Ruby, C++",High,12,22000.0,5,$19-$98,"Project requiring expertise in Java, Swift, React, Ruby, C++",In Progress
PJ1127,marketing,"Analytics, PPC, Digital Marketing, Email Marketing",High,10,3000.0,7,$29-$36,"Project requiring expertise in Analytics, PPC, Digital Marketing, Email Marketing",In Progress
PJ1128,design,"Logo Design, Illustrator, UX Design, Figma",Medium,6,1500.0,4,$25-$98,"Project requiring expertise in Logo Design, Illustrator, UX Design, Figma",Open
PJ1129,marketing,"Content Marketing, Digital Marketing, Analytics",High,11,8750.0,3,$15-$94,"Project requiring expertise in Content Marketing, Digital Marketing, Analytics",Completed
PJ1130,programming,"JavaScript, SQL",Medium,10,14100.0,1,$19-$100,"Project requiring expertise in JavaScript, SQL",In Progress
PJ1131,programming,"Django, Node.js, JavaScript, PHP, Python",Medium,7,3600.0,4,$20-$85,"Project requiring expertise in Django, Node.js, JavaScript, PHP, Python",Open
PJ1132,design,"Adobe XD, Logo Design",Medium,12,3150.0,1,$28-$58,"Project requiring expertise in Adobe XD, Logo Design",Completed
PJ1133,design,"Illustrator, UX Design, UI Design",Medium,10,4350.0,5,$17-$79,"Project requiring expertise in Illustrator, UX Design, UI Design",Open
PJ1134,writing,"Creative Writing, Technical Writing",Low,3,9200.0,6,$26-$90,"Project requiring expertise in Creative Writing, Technical Writing",In Progress
PJ1135,marketing,"SEO, Social Media Marketing, Analytics, Digital Marketing, Content Marketing",Medium,8,9750.0,7,$24-$47,"Project requiring expertise in SEO, Social Media Marketing, Analytics, Digital Marketing, Content Marketing",Completed
PJ1136,writing,"Creative Writing, Blog Writing, Copywriting, SEO Writing",High,1,25000.0,8,$21-$53,"Project requiring expertise in Creative Writing, Blog Writing, Copywriting, SEO Writing",In Progress
PJ1137,design,"UI Design, Illustrator",Medium,5,9000.0,8,$22-$67,"Project requiring expertise in UI Design, Illustrator",Completed
PJ1138,programming,"Django, C++, Angular, Java",Medium,4,13650.0,4,$19-$68,"Project requiring expertise in Django, C++, Angular, Java",Open
PJ1139,marketing,"Analytics, Social Media Marketing, Content Marketing, Email Marketing",High,4,6250.0,1,$30-$40,"Project requiring expertise in Analytics, Social Media Marketing, Content Marketing, Email Marketing",In Progress
PJ1140,programming,"C++, PHP, Swift, Vue.js, Django",High,9,7000.0,4,$26-$72,"Project requiring expertise in C++, PHP, Swift, Vue.js, Django",Completed
PJ1141,writing,"Blog Writing, Copywriting, Creative Writing",Low,9,5800.0,3,$16-$83,"Project requiring expertise in Blog Writing, Copywriting, Creative Writing",Open
PJ1142,programming,"SQL, React, JavaScript, Java",Low,8,2000.0,4,$25-$88,"Project requiring expertise in SQL, React, JavaScript, Java",Open
PJ1143,marketing,"Digital Marketing, Analytics, Social Media Marketing, Email Marketing",Medium,5,1950.0,4,$30-$75,"Project requiring expertise in Digital Marketing, Analytics, Social Media Marketing, Email Marketing",Completed
PJ1144,marketing,"PPC, SEO, Digital Marketing, Analytics",Medium,2,750.0,6,$29-$34,"Project requiring expertise in PPC, SEO, Digital Marketing, Analytics",Open
PJ1145,marketing,"Social Media Marketing, Analytics",Low,4,5700.0,7,$26-$92,"Project requiring expertise in Social Media Marketing, Analytics",Open
PJ1146,design,"Photoshop, Figma, Graphic Design, UI Design, UX Design",High,9,19750.0,1,$18-$46,"Project requiring expertise in Photoshop, Figma, Graphic Design, UI Design, UX Design",Completed
PJ1147,writing,"Creative Writing, Content Writing, Technical Writing, Copywriting",Medium,11,15000.0,6,$25-$38,"Project requiring expertise in Creative Writing, Content Writing, Technical Writing, Copywriting",In Progress
PJ1148,writing,"Copywriting, SEO Writing, Content Writing, Creative Writing",Medium,12,12600.0,5,$21-$79,"Project requiring expertise in Copywriting, SEO Writing, Content Writing, Creative Writing",Completed
PJ1149,design,"Logo Design, UX Design",High,8,21000.0,3,$30-$71,"Project requiring expertise in Logo Design, UX Design",Completed
PJ1150,design,"Logo Design, Graphic Design, Illustrator",High,11,12250.0,1,$16-$89,"Project requiring expertise in Logo Design, Graphic Design, Illustrator",In Progress
PJ1151,programming,"Swift, Vue.js",High,2,13000.0,1,$29-$98,"Project requiring expertise in Swift, Vue.js",In Progress
PJ1152,design,"Photoshop, Logo Design",High,6,22000.0,8,$30-$31,"Project requiring expertise in Photoshop, Logo Design",Completed
PJ1153,programming,"Python, Node.js, Angular, Ruby",High,10,24500.0,7,$25-$77,"Project requiring expertise in Python, Node.js, Angular, Ruby",Open
PJ1154,marketing,"Email Marketing, Analytics, Content Marketing",High,9,4500.0,8,$21-$69,"Project requiring expertise in Email Marketing, Analytics, Content Marketing",Open
PJ1155,writing,"SEO Writing, Copywriting, Technical Writing",High,8,9750.0,7,$20-$46,"Project requiring expertise in SEO Writing, Copywriting, Technical Writing",Open
PJ1156,writing,"Creative Writing, Blog Writing, Copywriting",Medium,7,8400.0,2,$23-$58,"Project requiring expertise in Creative Writing, Blog Writing, Copywriting",Completed
PJ1157,programming,"PHP, Node.js",Low,2,7600.0,4,$30-$34,"Project requiring expertise in PHP, Node.js",Completed
PJ1158,writing,"Blog Writing, SEO Writing, Copywriting, Creative Writing",Low,5,4000.0,7,$16-$46,"Project requiring expertise in Blog Writing, SEO Writing, Copywriting, Creative Writing",In Progress
PJ1159,writing,"Content Writing, SEO Writing, Blog Writing, Technical Writing, Creative Writing",High,2,19500.0,2,$18-$99,"Project requiring expertise in Content Writing, SEO Writing, Blog Writing, Technical Writing, Creative Writing",Open
PJ1160,programming,"Node.js, Django, Ruby, Python",Medium,6,750.0,1,$21-$42,"Project requiring expertise in Node.js, Django, Ruby, Python",Open
PJ1161,writing,"Technical Writing, Content Writing",High,1,5000.0,1,$29-$58,"Project requiring expertise in Technical Writing, Content Writing",Completed
PJ1162,design,"Graphic Design, Illustrator",Medium,3,4200.0,1,$26-$54,"Project requiring expertise in Graphic Design, Illustrator",Open
PJ1163,design,"Logo Design, Graphic Design",Low,8,800.0,6,$23-$66,"Project requiring expertise in Logo Design, Graphic Design",Completed
PJ1164,programming,"SQL, PHP",Medium,7,10200.0,1,$23-$100,"Project requiring expertise in SQL, PHP",In Progress
PJ1165,writing,"SEO Writing, Creative Writing, Technical Writing, Copywriting, Blog Writing",Low,1,2900.0,8,$18-$58,"Project requiring expertise in SEO Writing, Creative Writing, Technical Writing, Copywriting, Blog Writing",Open
PJ1166,writing,"Blog Writing, Creative Writing, Content Writing, Copywriting",High,3,5250.0,1,$16-$75,"Project requiring expertise in Blog Writing, Creative Writing, Content Writing, Copywriting",Completed
PJ1167,marketing,"Email Marketing, SEO, Analytics, PPC",Medium,2,7950.0,6,$19-$92,"Project requiring expertise in Email Marketing, SEO, Analytics, PPC",In Progress
PJ1168,design,"Figma, UI Design, Graphic Design, UX Design, Illustrator",High,6,9250.0,2,$24-$86,"Project requiring expertise in Figma, UI Design, Graphic Design, UX Design, Illustrator",In Progress
PJ1169,programming,"Angular, Ruby, Node.js, Java",Low,11,2900.0,3,$18-$41,"Project requiring expertise in Angular, Ruby, Node.js, Java",In Progress
PJ1170,marketing,"Digital Marketing, Social Media Marketing, Analytics, Content Marketing",Low,10,7100.0,3,$20-$97,"Project requiring expertise in Digital Marketing, Social Media Marketing, Analytics, Content Marketing",Completed
