Freelancer_ID,Skills,Experience_Level,Years_of_Experience,Description,Projects,Budget_Hourly,Budget_Project,Location
F3563,"Project Management: project management professional, requirements specification, lean startup, scrum master; General: ",Expert,15,"Expert Project Management professional with experience in project management professional, requirements specification, lean startup, scrum master.","Step executive could organization keep edge let theory. for Stephens, Richardson and Sharp; Stay build theory war. for Walker PLC; Physical especially structure nearly interesting trouble. for Bullock-Gibbs; Adult reality quite. for Johnston, Edwards and Hardy",68,$3669-$7136,Delhi
F3564,"Database Management: mongodb, database management, postgresql; General: project management",Entry Level,4,"Entry Level Database Management professional with experience in mongodb, database management, postgresql.",Believe start fire himself hope thing need. for Carr Inc,13,$146-$682,Bangalore
F3565,"Mobile Development: flutter, react native, android app development; General: sql, agile",Expert,10,"Expert Mobile Development professional with experience in flutter, react native, android app development.","Compare day those popular rock long history score. for Sanchez, Barr and Miller; Soldier west probably live leg make when wait. for Ortega LLC; Food impact anyone available decide receive including. for Barber Ltd; Prevent send fill. for Lopez Inc; Control civil name those. for Marshall LLC",40,$1614-$5883,Chennai
F3566,"Project Management: scrum master, project objectives, project management; General: sql, git",Intermediate,8,"Intermediate Project Management professional with experience in scrum master, project objectives, project management.","Leg receive north store. for Lopez, Bates and Coleman; Situation with nearly provide prove. for Gomez-Morse; Real recently arrive game. for Walker, Mora and Mcgee",16,$1292-$1938,Mumbai
F3567,"Database Management: sql programming, mysql; General: api",Entry Level,6,"Entry Level Database Management professional with experience in sql programming, mysql.","Coach deal discussion check such. for Walters, Tucker and Brown; Hot once know level explain any year. for Decker-Richards",9,$156-$555,Kolkata
F3568,"Data Science: supervised learning, artificial intelligence, etl pipeline, recommendation system; General: ",Entry Level,8,"Entry Level Data Science professional with experience in supervised learning, artificial intelligence, etl pipeline, recommendation system.",Beat mouth store accept other. for Castaneda LLC; Maybe safe protect involve. for Sanchez-Wiggins,5,$102-$694,Bangalore
F3569,"Business & Consulting: business writing, business innovation, company research, strategy; General: git",Entry Level,1,"Entry Level Business & Consulting professional with experience in business writing, business innovation, company research, strategy.",Them medical fear exactly else need fly third. for Dudley LLC; Station radio prove course girl. for Kramer PLC,8,$456-$864,Pune
F3570,"Marketing & SEO: google ad manager, email marketing, b2b marketing; General: git, api",Intermediate,10,"Intermediate Marketing & SEO professional with experience in google ad manager, email marketing, b2b marketing.","Threat ready field enough community. for Martinez, Munoz and Martinez; Kind trade pay number. for Cisneros PLC",16,$638-$1843,Bangalore
F3571,"Database Management: oracle database administration, sql programming, mariadb; General: ",Entry Level,7,"Entry Level Database Management professional with experience in oracle database administration, sql programming, mariadb.",According recently leave fast. for Lynn PLC; Year identify indeed weight rule practice once. for Carr-Greene,13,$208-$846,Kolkata
F3572,"Mobile Development: kotlin, mobile app testing; General: ",Entry Level,4,"Entry Level Mobile Development professional with experience in kotlin, mobile app testing.","Anything expect five me night administration national. for Swanson, Jimenez and Harris; That next feeling detail company mind pressure term. for Bauer LLC",5,$232-$870,Mumbai
F3573,"Project Management: requirements specification, lean consulting, agile project management, scrum master; General: ",Expert,4,"Expert Project Management professional with experience in requirements specification, lean consulting, agile project management, scrum master.","Address other serious mouth enough. for Moore, Thomas and Riggs; Black cover face official sea blood. for Duncan and Sons",40,$2847-$6945,Delhi
F3574,"Business & Consulting: business coaching, outreach strategy, business strategy, business process automation; General: git",Intermediate,4,"Intermediate Business & Consulting professional with experience in business coaching, outreach strategy, business strategy, business process automation.","Continue forward stage let. for Payne, Sanchez and Calhoun; Will grow however until baby can church east. for Hughes PLC; None including run south scene partner indeed. for Fleming Ltd",24,$1202-$2353,Delhi
F3575,"Data Science: time series analysis, bayesian statistics, bigquery, chatgpt; General: ",Intermediate,6,"Intermediate Data Science professional with experience in time series analysis, bayesian statistics, bigquery, chatgpt.",Central choose husband majority create go movement. for Russell Group; Majority worker establish section score tell follow. for Vega-Castro; Job ask break Democrat civil issue. for Yang and Sons; Expert commercial ball his low though. for Terrell Group; Very special station. for Sandoval-Ellis,25,$1236-$2765,Chennai
F3576,"UI/UX Design: user research, adobe xd; General: git, api",Entry Level,1,"Entry Level UI/UX Design professional with experience in user research, adobe xd.",Long nice free brother. for Williams-Flowers,5,$92-$545,Kolkata
F3577,"Web Development: cms development, virtual reality, laravel; General: sql, api",Intermediate,7,"Intermediate Web Development professional with experience in cms development, virtual reality, laravel.",Western once that explain family happen himself stop. for Kelly-Ritter,25,$1077-$2558,Chennai
F3578,"Data Science: data cleansing, visualization, report writing; General: sql, git",Entry Level,10,"Entry Level Data Science professional with experience in data cleansing, visualization, report writing.","So especially performance interest per. for Horton, Summers and Jimenez; Be crime sort society. for Newton, Rollins and Davis",10,$458-$521,Mumbai
F3579,"Marketing & SEO: ecommerce marketing, facebook advertising, market research, social media marketing; General: project management, sql",Entry Level,10,"Entry Level Marketing & SEO professional with experience in ecommerce marketing, facebook advertising, market research, social media marketing.",Number father art arrive draw apply main be. for Jackson-Bryant,5,$71-$721,Chennai
